date,open,close,high,low,vol,amount,code,pchange,change
2018-12-28,49.1,49.1,49.1,49.1,1512.0,7425835.0,603185,,
2019-01-02,54.01,52.5,54.01,50.09,128648.0,673875072.0,603185,6.92,3.4
2019-01-03,50.43,50.05,52.28,48.18,122305.0,618335488.0,603185,-4.67,-2.45
2019-01-04,51.11,55.06,55.06,51.11,120906.0,641871168.0,603185,10.01,5.01
2019-01-07,57.0,54.21,57.4,54.05,131486.0,726103744.0,603185,-1.54,-0.85
2019-01-08,55.64,54.79,56.88,54.3,107845.0,597799616.0,603185,1.07,0.58
2019-01-09,54.21,55.31,56.51,53.68,96952.0,533746688.0,603185,0.95,0.52
2019-01-10,54.69,55.38,56.55,54.55,84470.0,469837216.0,603185,0.13,0.07
2019-01-11,55.9,58.0,60.39,55.11,126612.0,725212480.0,603185,4.73,2.62
2019-01-14,57.51,52.6,57.93,52.38,110939.0,609236608.0,603185,-9.31,-5.4
2019-01-15,54.43,56.7,57.75,54.18,108144.0,603467584.0,603185,7.79,4.1
2019-01-16,56.25,56.69,58.18,55.51,83618.0,474481216.0,603185,-0.02,-0.01
2019-01-17,56.28,55.78,57.3,55.1,60443.0,339099040.0,603185,-1.61,-0.91
2019-01-18,55.54,56.51,58.15,55.52,82849.0,470205152.0,603185,1.31,0.73
2019-01-21,56.0,55.4,56.0,54.01,70185.0,385298720.0,603185,-1.96,-1.11
2019-01-22,55.0,55.6,57.12,54.7,67038.0,374063808.0,603185,0.36,0.2
2019-01-23,54.8,55.14,55.6,53.18,61070.0,332263456.0,603185,-0.83,-0.46
2019-01-24,54.73,53.53,54.98,53.17,53012.0,286083872.0,603185,-2.92,-1.61
2019-01-25,53.59,52.84,54.5,52.75,49164.0,263974624.0,603185,-1.29,-0.69
2019-01-28,53.25,53.98,54.2,52.78,42486.0,227471968.0,603185,2.16,1.14
2019-01-29,53.64,52.62,53.98,51.0,39065.0,206437216.0,603185,-2.52,-1.36
2019-01-30,53.27,54.06,55.2,53.16,58687.0,317686080.0,603185,2.74,1.44
2019-01-31,53.0,51.99,53.6,51.64,44689.0,234672160.0,603185,-3.83,-2.07
2019-02-01,52.0,52.7,53.3,52.0,31461.0,165984464.0,603185,1.37,0.71
2019-02-11,53.1,55.25,55.75,52.52,59245.0,322621312.0,603185,4.84,2.55
2019-02-12,54.95,55.78,56.3,54.35,58350.0,322040064.0,603185,0.96,0.53
2019-02-13,55.38,55.59,56.0,54.82,47983.0,266056320.0,603185,-0.34,-0.19
2019-02-14,55.48,55.84,57.94,55.33,58038.0,327852544.0,603185,0.45,0.25
2019-02-15,55.79,55.22,56.69,55.07,43094.0,240556928.0,603185,-1.11,-0.62
2019-02-18,55.24,56.6,56.63,54.52,53329.0,296641152.0,603185,2.5,1.38
2019-02-19,56.87,56.68,58.85,56.35,69951.0,401354912.0,603185,0.14,0.08
2019-02-20,56.68,55.05,56.95,53.94,57557.0,317645568.0,603185,-2.88,-1.63
2019-02-21,54.57,54.1,54.97,53.68,52521.0,284871296.0,603185,-1.73,-0.95
2019-02-22,53.61,54.0,54.19,53.5,40671.0,218945840.0,603185,-0.18,-0.1
2019-02-25,54.35,56.21,56.3,54.1,66511.0,368334496.0,603185,4.09,2.21
2019-02-26,55.88,55.5,57.36,55.02,71178.0,398813792.0,603185,-1.26,-0.71
2019-02-27,55.05,56.6,56.77,54.5,65480.0,364868768.0,603185,1.98,1.1
2019-02-28,56.97,56.0,57.1,55.68,42614.0,239554720.0,603185,-1.06,-0.6
2019-03-01,56.1,56.34,57.11,55.2,45487.0,255614912.0,603185,0.61,0.34
2019-03-04,56.68,58.68,59.5,55.87,89335.0,513334816.0,603185,4.15,2.34
2019-03-05,57.99,58.4,58.8,57.6,54083.0,314061696.0,603185,-0.48,-0.28
2019-03-06,58.8,58.76,60.99,57.63,77746.0,460768768.0,603185,0.62,0.36
2019-03-07,58.66,61.88,63.92,58.05,95632.0,582981568.0,603185,5.31,3.12
2019-03-08,59.88,57.75,60.99,57.71,71902.0,427466784.0,603185,-6.67,-4.13
2019-03-11,57.66,58.96,59.1,57.18,41399.0,241402608.0,603185,2.1,1.21
2019-03-12,58.95,59.14,59.99,58.25,49763.0,294199328.0,603185,0.31,0.18
2019-03-13,58.8,56.36,58.99,56.01,46896.0,270541728.0,603185,-4.7,-2.78
2019-03-14,56.05,54.4,56.9,53.71,39008.0,214674032.0,603185,-3.48,-1.96
2019-03-15,54.85,54.75,55.19,53.98,23986.0,131085152.0,603185,0.64,0.35
2019-03-18,55.13,55.8,55.87,54.62,24517.0,135561472.0,603185,1.92,1.05
2019-03-19,55.9,55.21,55.91,54.88,23850.0,131932336.0,603185,-1.06,-0.59
2019-03-20,55.14,56.38,56.39,54.79,36520.0,203565568.0,603185,2.12,1.17
2019-03-21,56.3,55.85,56.35,55.68,25183.0,140873552.0,603185,-0.94,-0.53
2019-03-22,55.96,55.27,56.0,54.3,23350.0,128422400.0,603185,-1.04,-0.58
2019-03-25,54.26,54.3,55.2,53.91,22148.0,120701952.0,603185,-1.76,-0.97
2019-03-26,54.51,54.68,55.2,53.97,25438.0,139016928.0,603185,0.7,0.38
2019-03-27,55.0,53.45,55.16,52.89,26933.0,144253840.0,603185,-2.25,-1.23
2019-03-28,53.35,52.27,53.49,52.12,21050.0,111083600.0,603185,-2.21,-1.18
2019-03-29,52.21,53.2,53.25,51.81,26388.0,138991712.0,603185,1.78,0.93
2019-04-01,53.3,54.49,54.5,53.15,28055.0,151893648.0,603185,2.42,1.29
2019-04-02,54.55,53.91,54.55,53.8,26565.0,143544112.0,603185,-1.06,-0.58
2019-04-03,53.69,54.36,54.65,53.3,23124.0,125110632.0,603185,0.83,0.45
2019-04-04,54.45,54.75,55.16,54.08,27970.0,152753264.0,603185,0.72,0.39
2019-04-08,54.81,54.08,55.88,53.68,29059.0,159360112.0,603185,-1.22,-0.67
2019-04-09,53.58,53.66,54.0,53.08,16410.0,87956960.0,603185,-0.78,-0.42
2019-04-10,53.6,52.71,53.6,52.38,22356.0,117898848.0,603185,-1.77,-0.95
2019-04-11,52.72,52.31,53.1,52.27,15442.0,81190880.0,603185,-0.76,-0.4
2019-04-12,52.1,52.86,52.86,52.1,11169.0,58699848.0,603185,1.05,0.55
2019-04-15,53.06,52.68,53.5,52.68,18264.0,97022448.0,603185,-0.34,-0.18
2019-04-16,52.68,52.72,52.77,51.52,22187.0,115628096.0,603185,0.08,0.04
2019-04-17,52.49,52.95,53.38,52.38,19452.0,102970312.0,603185,0.44,0.23
2019-04-18,52.71,52.09,52.88,52.03,15787.0,82680208.0,603185,-1.62,-0.86
2019-04-19,52.09,52.71,53.02,52.0,15346.0,80615952.0,603185,1.19,0.62
2019-04-22,52.85,52.89,53.35,52.56,17214.0,91081608.0,603185,0.34,0.18
2019-04-23,52.97,52.27,53.02,52.12,13353.0,70070184.0,603185,-1.17,-0.62
2019-04-24,52.5,51.97,52.56,51.33,14903.0,77270192.0,603185,-0.57,-0.3
2019-04-25,51.88,51.89,52.32,51.01,16122.0,83247952.0,603185,-0.15,-0.08
2019-04-26,47.55,47.46,48.74,47.46,35643.0,171135104.0,603185,-8.54,-4.43
2019-04-29,46.85,42.71,46.88,42.71,30634.0,135622304.0,603185,-10.01,-4.75
2019-04-30,41.01,41.38,42.38,40.58,25138.0,104268520.0,603185,-3.11,-1.33
2019-05-06,39.9,37.51,39.9,37.38,23131.0,89669752.0,603185,-9.35,-3.87
2019-05-07,37.88,39.08,39.29,37.61,21500.0,82590976.0,603185,4.19,1.57
2019-05-08,38.47,39.49,40.5,38.11,23376.0,92700648.0,603185,1.05,0.41
2019-05-09,39.2,39.23,40.27,39.0,13344.0,52767760.0,603185,-0.66,-0.26
2019-05-10,39.5,39.91,40.09,38.16,19632.0,77851632.0,603185,1.73,0.68
2019-05-13,39.52,39.15,39.93,38.6,12112.0,47730840.0,603185,-1.9,-0.76
2019-05-14,38.6,38.46,38.95,38.32,11159.0,43120968.0,603185,-1.76,-0.69
2019-05-15,38.81,40.0,40.12,38.81,18702.0,73976144.0,603185,4.0,1.54
2019-05-16,40.04,40.05,40.88,39.8,17101.0,68874008.0,603185,0.12,0.05
2019-05-17,39.7,38.06,39.93,38.02,17139.0,66774880.0,603185,-4.97,-1.99
2019-05-20,37.96,36.14,37.96,34.61,20772.0,74740160.0,603185,-5.04,-1.92
2019-05-21,36.1,36.45,36.88,35.8,13184.0,48166176.0,603185,0.86,0.31
2019-05-22,36.64,35.78,36.64,35.43,11983.0,43303416.0,603185,-1.84,-0.67
2019-05-23,35.78,35.35,35.93,35.16,10108.0,35769860.0,603185,-1.2,-0.43
2019-05-24,35.15,36.0,36.26,35.02,14187.0,50876028.0,603185,1.84,0.65
2019-05-27,35.98,36.86,37.22,35.7,14897.0,54516908.0,603185,2.39,0.86
2019-05-28,36.86,36.92,38.17,36.65,19994.0,74862728.0,603185,0.16,0.06
2019-05-29,36.7,37.37,38.15,36.5,19150.0,71713560.0,603185,1.22,0.45
2019-05-30,37.28,39.57,40.6,36.58,27227.0,104171856.0,603185,5.89,2.2
