date,open,close,high,low,vol,amount,code,pchange,change
2017-06-30,33.8,33.8,33.8,33.8,365.0,1235255.0,603801,,
2017-07-03,37.18,37.18,37.18,37.18,137.0,509366.0,603801,10.0,3.38
2017-07-04,40.9,40.9,40.9,40.9,353.0,1446224.0,603801,10.01,3.72
2017-07-05,44.99,44.99,44.99,44.99,1038.0,4673651.0,603801,10.0,4.09
2017-07-06,49.49,48.42,49.49,46.76,206386.0,993988416.0,603801,7.62,3.43
2017-07-07,47.69,47.55,49.49,47.18,149866.0,723082112.0,603801,-1.8,-0.87
2017-07-10,45.35,43.16,45.99,42.8,127148.0,562299776.0,603801,-9.23,-4.39
2017-07-11,43.14,44.96,46.51,43.14,101775.0,458957984.0,603801,4.17,1.8
2017-07-12,44.32,44.51,45.12,43.17,52943.0,232798464.0,603801,-1.0,-0.45
2017-07-13,44.3,42.9,44.58,42.87,47241.0,205664224.0,603801,-3.62,-1.61
2017-07-14,42.28,42.16,43.49,41.89,36491.0,155218480.0,603801,-1.72,-0.74
2017-07-17,41.92,41.44,43.43,38.15,60418.0,249083904.0,603801,-1.71,-0.72
2017-07-18,40.8,42.25,42.39,40.2,32487.0,135394320.0,603801,1.95,0.81
2017-07-19,41.98,42.45,43.25,41.81,33724.0,144139024.0,603801,0.47,0.2
2017-07-20,42.65,42.43,43.0,42.0,26182.0,111001216.0,603801,-0.05,-0.02
2017-07-21,42.37,42.29,42.76,42.01,16884.0,71627816.0,603801,-0.33,-0.14
2017-07-24,42.22,43.71,44.2,42.02,28950.0,125776600.0,603801,3.36,1.42
2017-07-25,43.74,42.95,44.09,42.88,21296.0,92262808.0,603801,-1.74,-0.76
2017-07-26,42.95,43.1,43.3,42.01,19743.0,84241928.0,603801,0.35,0.15
2017-07-27,42.78,43.95,44.39,42.78,29360.0,128769248.0,603801,1.97,0.85
2017-07-28,43.6,44.11,44.98,43.51,25097.0,111489216.0,603801,0.36,0.16
2017-07-31,44.11,43.72,44.77,42.86,26447.0,116641352.0,603801,-0.88,-0.39
2017-08-01,43.41,43.42,44.11,42.9,22299.0,96727936.0,603801,-0.69,-0.3
2017-08-02,43.2,42.76,43.7,42.0,23755.0,101158288.0,603801,-1.52,-0.66
2017-08-03,42.46,42.54,42.84,42.0,9584.0,40658892.0,603801,-0.51,-0.22
2017-08-04,42.43,41.55,42.83,41.08,19909.0,83084296.0,603801,-2.33,-0.99
2017-08-07,41.18,40.98,41.78,40.52,15465.0,63578296.0,603801,-1.37,-0.57
2017-08-08,41.3,41.0,41.37,40.82,7106.0,29164432.0,603801,0.05,0.02
2017-08-09,41.19,41.38,41.8,40.9,6508.0,26943332.0,603801,0.93,0.38
2017-08-10,41.38,41.05,41.62,40.82,7148.0,29488388.0,603801,-0.8,-0.33
2017-08-11,40.8,41.0,41.28,40.78,6621.0,27179380.0,603801,-0.12,-0.05
2017-08-14,41.07,41.63,41.8,41.07,6749.0,28087848.0,603801,1.54,0.63
2017-08-15,41.69,41.71,41.98,41.33,6212.0,25894216.0,603801,0.19,0.08
2017-08-16,41.83,41.89,41.99,41.5,8660.0,36193940.0,603801,0.43,0.18
2017-08-17,41.83,41.69,42.0,41.57,6250.0,26075880.0,603801,-0.48,-0.2
2017-08-18,41.6,41.48,41.78,41.02,6081.0,25185444.0,603801,-0.5,-0.21
2017-08-21,41.31,41.71,42.0,41.31,6661.0,27810330.0,603801,0.55,0.23
2017-08-22,41.87,41.55,41.95,41.48,4113.0,17148322.0,603801,-0.38,-0.16
2017-08-23,41.7,41.68,41.87,41.38,5033.0,20935116.0,603801,0.31,0.13
2017-08-24,41.62,41.3,41.82,41.13,8388.0,34849976.0,603801,-0.91,-0.38
2017-08-25,41.48,41.91,41.94,41.1,9183.0,38265992.0,603801,1.48,0.61
2017-08-28,42.0,43.71,44.42,41.96,22148.0,96519408.0,603801,4.29,1.8
2017-08-29,43.2,43.63,44.65,42.91,25909.0,113690568.0,603801,-0.18,-0.08
2017-08-30,43.25,43.13,44.38,43.01,15504.0,67581424.0,603801,-1.15,-0.5
2017-08-31,43.45,44.12,44.16,43.02,22774.0,99542240.0,603801,2.3,0.99
2017-09-01,44.36,43.63,44.97,43.2,18812.0,82704600.0,603801,-1.11,-0.49
2017-09-04,43.36,42.32,43.36,41.96,23974.0,101850312.0,603801,-3.0,-1.31
2017-09-05,42.1,42.24,42.4,41.79,10181.0,42896976.0,603801,-0.19,-0.08
2017-09-06,42.18,42.0,42.18,41.51,12516.0,52454928.0,603801,-0.57,-0.24
2017-09-07,41.91,42.0,43.18,41.91,15929.0,67804584.0,603801,0.0,0.0
2017-09-08,42.0,41.94,42.34,41.56,9011.0,37713736.0,603801,-0.14,-0.06
2017-09-11,41.85,42.74,42.79,41.81,9846.0,41871432.0,603801,1.91,0.8
2017-09-12,42.9,42.33,43.0,42.2,11597.0,49270604.0,603801,-0.96,-0.41
2017-09-13,42.2,42.3,42.48,41.9,7478.0,31516792.0,603801,-0.07,-0.03
2017-09-14,42.3,42.52,42.65,42.1,7483.0,31750972.0,603801,0.52,0.22
2017-09-15,42.5,43.03,43.3,42.31,16564.0,71134408.0,603801,1.2,0.51
2017-09-18,42.83,43.82,44.0,42.7,15658.0,68146896.0,603801,1.84,0.79
2017-09-19,43.77,43.11,43.91,42.83,12139.0,52522960.0,603801,-1.62,-0.71
